transaction_id,customer_id,date,amount,transaction_type,merchant,category,channel,recurring,description
txn_cust_003_0025,cust_003,2025-08-30,276.47,debit,Local Shop,Shopping,Cash,False,Shopping payment - Local Shop
txn_cust_003_0026,cust_003,2025-08-10,119.22,debit,YouTube Premium,Entertainment,UPI,False,Entertainment payment - YouTube Premium
txn_cust_003_0027,cust_003,2025-08-12,4059.97,debit,Post Office RD,Savings,Debit Card,True,Savings payment - Post Office RD
txn_cust_003_0028,cust_003,2025-08-27,265.64,debit,PhonePe,UPI Transfer,Cash,False,UPI Transfer payment - PhonePe
txn_cust_003_0029,cust_003,2025-08-31,276.17,debit,PhonePe,UPI Transfer,Cash,False,UPI Transfer payment - PhonePe
txn_cust_003_0030,cust_003,2025-08-21,147.57,debit,PhonePe,UPI Transfer,Cash,False,UPI Transfer payment - PhonePe
txn_cust_003_0031,cust_003,2025-09-04,25000.0,credit,Tailor Salary,Salary,NEFT,True,Salary credit Sep 2025
txn_cust_003_0032,cust_003,2025-09-30,4999.78,debit,Landlord Transfer,Rent,NEFT,True,Rent payment - Landlord Transfer
txn_cust_003_0033,cust_003,2025-09-27,3303.07,debit,Reliance Fresh,Groceries,UPI,True,Groceries payment - Reliance Fresh
txn_cust_003_0034,cust_003,2025-09-13,1152.3,debit,Jio,Utilities,Cash,True,Utilities payment - Jio
txn_cust_003_0035,cust_003,2025-09-23,576.85,debit,E-Rickshaw,Transport,Cash,False,Transport payment - E-Rickshaw
txn_cust_003_0036,cust_003,2025-09-04,387.1,debit,E-Rickshaw,Transport,Debit Card,False,Transport payment - E-Rickshaw
txn_cust_003_0037,cust_003,2025-09-19,627.38,debit,Jan Aushadhi,Healthcare,UPI,False,Healthcare payment - Jan Aushadhi
txn_cust_003_0038,cust_003,2025-09-26,723.43,debit,School Fee,Education,Cash,True,Education payment - School Fee
txn_cust_003_0039,cust_003,2025-09-28,397.9,debit,Local Shop,Shopping,Debit Card,False,Shopping payment - Local Shop
txn_cust_003_0040,cust_003,2025-09-22,321.0,debit,Local Shop,Shopping,UPI,False,Shopping payment - Local Shop
txn_cust_003_0041,cust_003,2025-09-30,527.86,debit,Local Shop,Shopping,Debit Card,False,Shopping payment - Local Shop
txn_cust_003_0042,cust_003,2025-09-25,100.0,debit,YouTube Premium,Entertainment,UPI,False,Entertainment payment - YouTube Premium
txn_cust_003_0043,cust_003,2025-09-24,100.0,debit,YouTube Premium,Entertainment,NEFT,False,Entertainment payment - YouTube Premium
txn_cust_003_0044,cust_003,2025-09-26,100.0,debit,YouTube Premium,Entertainment,Cash,False,Entertainment payment - YouTube Premium
txn_cust_003_0045,cust_003,2025-09-25,4669.89,debit,Post Office RD,Savings,Cash,True,Savings payment - Post Office RD
txn_cust_003_0046,cust_003,2025-09-25,708.26,debit,PhonePe,UPI Transfer,UPI,False,UPI Transfer payment - PhonePe
txn_cust_003_0047,cust_003,2025-10-02,25000.0,credit,Tailor Salary,Salary,NEFT,True,Salary credit Oct 2025
txn_cust_003_0048,cust_003,2025-10-14,4999.85,debit,Landlord Transfer,Rent,Cash,True,Rent payment - Landlord Transfer
txn_cust_003_0049,cust_003,2025-10-07,3591.03,debit,Local Market,Groceries,Cash,True,Groceries payment - Local Market
txn_cust_003_0050,cust_003,2025-10-08,956.47,debit,UP Power,Utilities,UPI,True,Utilities payment - UP Power
txn_cust_003_0051,cust_003,2025-10-30,219.08,debit,Bus Pass,Transport,NEFT,False,Transport payment - Bus Pass
txn_cust_003_0052,cust_003,2025-10-10,178.48,debit,Bus Pass,Transport,Debit Card,False,Transport payment - Bus Pass
txn_cust_003_0053,cust_003,2025-10-17,267.96,debit,Bus Pass,Transport,UPI,False,Transport payment - Bus Pass
txn_cust_003_0054,cust_003,2025-10-08,383.6,debit,Jan Aushadhi,Healthcare,Cash,False,Healthcare payment - Jan Aushadhi
txn_cust_003_0055,cust_003,2025-10-14,100.0,debit,Jan Aushadhi,Healthcare,Cash,False,Healthcare payment - Jan Aushadhi
txn_cust_003_0056,cust_003,2025-10-12,759.53,debit,School Fee,Education,Cash,True,Education payment - School Fee
txn_cust_003_0057,cust_003,2025-10-06,242.98,debit,Meesho,Shopping,Cash,False,Shopping payment - Meesho
txn_cust_003_0058,cust_003,2025-10-25,205.86,debit,Local Shop,Shopping,UPI,False,Shopping payment - Local Shop
txn_cust_003_0059,cust_003,2025-10-15,100.0,debit,YouTube Premium,Entertainment,UPI,False,Entertainment payment - YouTube Premium
txn_cust_003_0060,cust_003,2025-10-26,100.0,debit,YouTube Premium,Entertainment,Cash,False,Entertainment payment - YouTube Premium
txn_cust_003_0061,cust_003,2025-10-29,100.0,debit,YouTube Premium,Entertainment,NEFT,False,Entertainment payment - YouTube Premium
txn_cust_003_0062,cust_003,2025-10-23,3708.4,debit,Post Office RD,Savings,Debit Card,True,Savings payment - Post Office RD
txn_cust_003_0063,cust_003,2025-10-27,189.23,debit,PhonePe,UPI Transfer,UPI,False,UPI Transfer payment - PhonePe
txn_cust_003_0064,cust_003,2025-10-12,424.57,debit,PhonePe,UPI Transfer,UPI,False,UPI Transfer payment - PhonePe
txn_cust_003_0065,cust_003,2025-10-21,157.02,debit,PhonePe,UPI Transfer,NEFT,False,UPI Transfer payment - PhonePe
txn_cust_003_0066,cust_003,2025-11-01,25000.0,credit,Tailor Salary,Salary,NEFT,True,Salary credit Nov 2025
txn_cust_003_0067,cust_003,2025-11-15,5000.75,debit,Landlord Transfer,Rent,NEFT,True,Rent payment - Landlord Transfer
txn_cust_003_0068,cust_003,2025-11-06,3356.49,debit,Reliance Fresh,Groceries,Debit Card,True,Groceries payment - Reliance Fresh
txn_cust_003_0069,cust_003,2025-11-28,1256.0,debit,Jio,Utilities,Debit Card,True,Utilities payment - Jio
txn_cust_003_0070,cust_003,2025-11-29,221.71,debit,Bus Pass,Transport,UPI,False,Transport payment - Bus Pass
txn_cust_003_0071,cust_003,2025-11-26,240.81,debit,E-Rickshaw,Transport,Cash,False,Transport payment - E-Rickshaw
txn_cust_003_0072,cust_003,2025-11-29,271.88,debit,Bus Pass,Transport,UPI,False,Transport payment - Bus Pass
txn_cust_003_0073,cust_003,2025-11-16,385.33,debit,Jan Aushadhi,Healthcare,Debit Card,False,Healthcare payment - Jan Aushadhi
txn_cust_003_0074,cust_003,2025-11-20,216.25,debit,Jan Aushadhi,Healthcare,Debit Card,False,Healthcare payment - Jan Aushadhi
txn_cust_003_0075,cust_003,2025-11-02,856.72,debit,School Fee,Education,NEFT,True,Education payment - School Fee
txn_cust_003_0076,cust_003,2025-11-04,409.89,debit,Local Shop,Shopping,Debit Card,False,Shopping payment - Local Shop
txn_cust_003_0077,cust_003,2025-11-03,284.21,debit,Meesho,Shopping,Debit Card,False,Shopping payment - Meesho
txn_cust_003_0078,cust_003,2025-11-17,266.4,debit,Meesho,Shopping,UPI,False,Shopping payment - Meesho
txn_cust_003_0079,cust_003,2025-11-16,261.51,debit,YouTube Premium,Entertainment,Cash,False,Entertainment payment - YouTube Premium
txn_cust_003_0080,cust_003,2025-11-20,3859.47,debit,Post Office RD,Savings,Cash,True,Savings payment - Post Office RD
txn_cust_003_0081,cust_003,2025-11-15,392.28,debit,PhonePe,UPI Transfer,UPI,False,UPI Transfer payment - PhonePe
txn_cust_003_0082,cust_003,2025-11-24,356.76,debit,PhonePe,UPI Transfer,NEFT,False,UPI Transfer payment - PhonePe
txn_cust_003_0083,cust_003,2025-11-29,100.0,debit,PhonePe,UPI Transfer,UPI,False,UPI Transfer payment - PhonePe
txn_cust_003_0084,cust_003,2025-12-03,25000.0,credit,Tailor Salary,Salary,NEFT,True,Salary credit Dec 2025
txn_cust_003_0085,cust_003,2025-12-19,5000.85,debit,Landlord Transfer,Rent,UPI,True,Rent payment - Landlord Transfer
txn_cust_003_0086,cust_003,2025-12-05,3343.88,debit,Reliance Fresh,Groceries,UPI,True,Groceries payment - Reliance Fresh
txn_cust_003_0087,cust_003,2025-12-23,1258.12,debit,UP Power,Utilities,UPI,True,Utilities payment - UP Power
txn_cust_003_0088,cust_003,2025-12-06,834.24,debit,E-Rickshaw,Transport,UPI,False,Transport payment - E-Rickshaw
txn_cust_003_0089,cust_003,2025-12-08,100.0,debit,Jan Aushadhi,Healthcare,NEFT,False,Healthcare payment - Jan Aushadhi
txn_cust_003_0090,cust_003,2025-12-21,106.56,debit,Jan Aushadhi,Healthcare,Debit Card,False,Healthcare payment - Jan Aushadhi
txn_cust_003_0091,cust_003,2025-12-29,183.09,debit,Jan Aushadhi,Healthcare,NEFT,False,Healthcare payment - Jan Aushadhi
txn_cust_003_0092,cust_003,2025-12-05,626.68,debit,School Fee,Education,NEFT,True,Education payment - School Fee
txn_cust_003_0093,cust_003,2025-12-13,776.25,debit,Meesho,Shopping,Debit Card,False,Shopping payment - Meesho
txn_cust_003_0094,cust_003,2025-12-25,222.55,debit,YouTube Premium,Entertainment,UPI,False,Entertainment payment - YouTube Premium
txn_cust_003_0095,cust_003,2025-12-25,4116.65,debit,Post Office RD,Savings,Cash,True,Savings payment - Post Office RD
txn_cust_003_0096,cust_003,2025-12-05,442.03,debit,PhonePe,UPI Transfer,NEFT,False,UPI Transfer payment - PhonePe
txn_cust_003_0097,cust_003,2025-12-21,163.71,debit,PhonePe,UPI Transfer,Debit Card,False,UPI Transfer payment - PhonePe
txn_cust_004_0001,cust_004,2025-07-07,22000.0,credit,Delivery Executive Salary,Salary,NEFT,True,Salary credit Jul 2025
txn_cust_004_0002,cust_004,2025-07-20,5999.84,debit,Landlord Transfer,Rent,Cash,True,Rent payment - Landlord Transfer
txn_cust_004_0003,cust_004,2025-07-26,2901.42,debit,Swiggy,Groceries,Cash,True,Groceries payment - Swiggy
txn_cust_004_0004,cust_004,2025-07-07,949.32,debit,Jio,Utilities,NEFT,True,Utilities payment - Jio
txn_cust_004_0005,cust_004,2025-07-09,868.38,debit,Rapido,Transport,Debit Card,False,Transport payment - Rapido
txn_cust_004_0006,cust_004,2025-07-19,3729.1,debit,Ajio,Shopping,UPI,False,Shopping payment - Ajio
txn_cust_004_0007,cust_004,2025-07-30,2458.5,debit,Amazon,Shopping,NEFT,False,Shopping payment - Amazon
txn_cust_004_0008,cust_004,2025-07-15,656.41,debit,Spotify,Entertainment,Cash,False,Entertainment payment - Spotify
txn_cust_004_0009,cust_004,2025-07-18,1107.94,debit,Gaming,Entertainment,UPI,False,Entertainment payment - Gaming
txn_cust_004_0010,cust_004,2025-07-16,337.35,debit,PhonePe,UPI Transfer,Cash,False,UPI Transfer payment - PhonePe
txn_cust_004_0011,cust_004,2025-07-07,1328.44,debit,PhonePe,UPI Transfer,UPI,False,UPI Transfer payment - PhonePe
txn_cust_004_0012,cust_004,2025-07-16,100.0,debit,MedPlus,Healthcare,UPI,False,Healthcare payment - MedPlus
txn_cust_004_0013,cust_004,2025-08-07,22000.0,credit,Delivery Executive Salary,Salary,NEFT,True,Salary credit Aug 2025
txn_cust_004_0014,cust_004,2025-08-21,6000.69,debit,Landlord Transfer,Rent,UPI,True,Rent payment - Landlord Transfer
txn_cust_004_0015,cust_004,2025-08-28,2138.61,debit,Zomato,Groceries,UPI,True,Groceries payment - Zomato
txn_cust_004_0016,cust_004,2025-08-13,1216.22,debit,Jio,Utilities,Debit Card,True,Utilities payment - Jio
txn_cust_004_0017,cust_004,2025-08-25,1133.75,debit,Rapido,Transport,NEFT,False,Transport payment - Rapido
txn_cust_004_0018,cust_004,2025-08-15,4349.49,debit,Myntra,Shopping,UPI,False,Shopping payment - Myntra
txn_cust_004_0019,cust_004,2025-08-31,189.32,debit,Gaming,Entertainment,UPI,False,Entertainment payment - Gaming
txn_cust_004_0020,cust_004,2025-08-23,592.69,debit,Gaming,Entertainment,Debit Card,False,Entertainment payment - Gaming
txn_cust_004_0021,cust_004,2025-08-13,2659.49,debit,Google Pay,UPI Transfer,Debit Card,False,UPI Transfer payment - Google Pay
txn_cust_004_0022,cust_004,2025-08-09,582.21,debit,MedPlus,Healthcare,Cash,False,Healthcare payment - MedPlus
txn_cust_004_0023,cust_004,2025-09-02,22000.0,credit,Delivery Executive Salary,Salary,NEFT,True,Salary credit Sep 2025
txn_cust_004_0024,cust_004,2025-09-03,6000.89,debit,Landlord Transfer,Rent,NEFT,True,Rent payment - Landlord Transfer
txn_cust_004_0025,cust_004,2025-09-15,3550.89,debit,Zomato,Groceries,Cash,True,Groceries payment - Zomato
txn_cust_004_0026,cust_004,2025-09-26,896.06,debit,Jio,Utilities,UPI,True,Utilities payment - Jio
txn_cust_004_0027,cust_004,2025-09-07,1985.28,debit,Ola,Transport,UPI,False,Transport payment - Ola
txn_cust_004_0028,cust_004,2025-09-16,2295.31,debit,Ajio,Shopping,Cash,False,Shopping payment - Ajio
txn_cust_004_0029,cust_004,2025-09-16,2020.45,debit,Myntra,Shopping,NEFT,False,Shopping payment - Myntra
txn_cust_004_0030,cust_004,2025-09-16,1676.84,debit,Amazon,Shopping,Debit Card,False,Shopping payment - Amazon
txn_cust_004_0031,cust_004,2025-09-24,502.88,debit,Gaming,Entertainment,Cash,False,Entertainment payment - Gaming
txn_cust_004_0032,cust_004,2025-09-10,384.49,debit,Spotify,Entertainment,UPI,False,Entertainment payment - Spotify
txn_cust_004_0033,cust_004,2025-09-03,618.45,debit,Netflix,Entertainment,Debit Card,False,Entertainment payment - Netflix
txn_cust_004_0034,cust_004,2025-09-12,2184.93,debit,Google Pay,UPI Transfer,UPI,False,UPI Transfer payment - Google Pay
txn_cust_004_0035,cust_004,2025-09-18,100.0,debit,MedPlus,Healthcare,NEFT,False,Healthcare payment - MedPlus
txn_cust_004_0036,cust_004,2025-10-03,22000.0,credit,Delivery Executive Salary,Salary,NEFT,True,Salary credit Oct 2025
txn_cust_004_0037,cust_004,2025-10-19,5998.86,debit,Landlord Transfer,Rent,UPI,True,Rent payment - Landlord Transfer
txn_cust_004_0038,cust_004,2025-10-15,3533.09,debit,Grocery Store,Groceries,UPI,True,Groceries payment - Grocery Store
txn_cust_004_0039,cust_004,2025-10-05,795.64,debit,Jio,Utilities,Cash,True,Utilities payment - Jio
txn_cust_004_0040,cust_004,2025-10-15,586.58,debit,Fuel,Transport,Cash,False,Transport payment - Fuel
txn_cust_004_0041,cust_004,2025-10-13,449.92,debit,Ola,Transport,Cash,False,Transport payment - Ola
txn_cust_004_0042,cust_004,2025-10-29,697.56,debit,Fuel,Transport,Debit Card,False,Transport payment - Fuel
txn_cust_004_0043,cust_004,2025-10-16,4127.69,debit,Ajio,Shopping,UPI,False,Shopping payment - Ajio
txn_cust_004_0044,cust_004,2025-10-30,1091.6,debit,Spotify,Entertainment,Debit Card,False,Entertainment payment - Spotify
txn_cust_004_0045,cust_004,2025-10-05,1154.38,debit,Gaming,Entertainment,UPI,False,Entertainment payment - Gaming
txn_cust_004_0046,cust_004,2025-10-19,1236.75,debit,PhonePe,UPI Transfer,Debit Card,False,UPI Transfer payment - PhonePe
txn_cust_004_0047,cust_004,2025-10-23,168.23,debit,PhonePe,UPI Transfer,NEFT,False,UPI Transfer payment - PhonePe
txn_cust_004_0048,cust_004,2025-10-06,1342.84,debit,PhonePe,UPI Transfer,Debit Card,False,UPI Transfer payment - PhonePe
txn_cust_004_0049,cust_004,2025-10-27,353.27,debit,MedPlus,Healthcare,NEFT,False,Healthcare payment - MedPlus
txn_cust_004_0050,cust_004,2025-11-04,22000.0,credit,Delivery Executive Salary,Salary,NEFT,True,Salary credit Nov 2025
txn_cust_004_0051,cust_004,2025-11-16,6000.51,debit,Landlord Transfer,Rent,Debit Card,True,Rent payment - Landlord Transfer
txn_cust_004_0052,cust_004,2025-11-06,3462.01,debit,Zomato,Groceries,UPI,True,Groceries payment - Zomato
txn_cust_004_0053,cust_004,2025-11-17,788.37,debit,Jio,Utilities,Debit Card,True,Utilities payment - Jio
txn_cust_004_0054,cust_004,2025-11-04,515.42,debit,Rapido,Transport,Cash,False,Transport payment - Rapido
txn_cust_004_0055,cust_004,2025-11-16,598.18,debit,Ola,Transport,UPI,False,Transport payment - Ola
txn_cust_004_0056,cust_004,2025-11-29,2696.22,debit,Amazon,Shopping,Cash,False,Shopping payment - Amazon
txn_cust_004_0057,cust_004,2025-11-16,2151.91,debit,Amazon,Shopping,Cash,False,Shopping payment - Amazon
txn_cust_004_0058,cust_004,2025-11-17,496.85,debit,Gaming,Entertainment,NEFT,False,Entertainment payment - Gaming
txn_cust_004_0059,cust_004,2025-11-03,427.16,debit,Spotify,Entertainment,UPI,False,Entertainment payment - Spotify
txn_cust_004_0060,cust_004,2025-11-24,904.13,debit,Netflix,Entertainment,NEFT,False,Entertainment payment - Netflix
txn_cust_004_0061,cust_004,2025-11-09,232.19,debit,Google Pay,UPI Transfer,Cash,False,UPI Transfer payment - Google Pay
txn_cust_004_0062,cust_004,2025-11-13,100.0,debit,MedPlus,Healthcare,Cash,False,Healthcare payment - MedPlus
txn_cust_004_0063,cust_004,2025-11-15,100.0,debit,MedPlus,Healthcare,UPI,False,Healthcare payment - MedPlus
txn_cust_004_0064,cust_004,2025-11-04,123.48,debit,MedPlus,Healthcare,UPI,False,Healthcare payment - MedPlus
txn_cust_004_0065,cust_004,2025-12-05,22000.0,credit,Delivery Executive Salary,Salary,NEFT,True,Salary credit Dec 2025
txn_cust_004_0066,cust_004,2025-12-23,5998.6,debit,Landlord Transfer,Rent,Debit Card,True,Rent payment - Landlord Transfer
txn_cust_004_0067,cust_004,2025-12-21,2987.75,debit,Swiggy,Groceries,Debit Card,True,Groceries payment - Swiggy
txn_cust_004_0068,cust_004,2025-12-04,1390.62,debit,BSEB,Utilities,Debit Card,True,Utilities payment - BSEB
txn_cust_004_0069,cust_004,2025-12-14,1205.01,debit,Ola,Transport,UPI,False,Transport payment - Ola
txn_cust_004_0070,cust_004,2025-12-11,656.36,debit,Fuel,Transport,Cash,False,Transport payment - Fuel
txn_cust_004_0071,cust_004,2025-12-23,4956.73,debit,Amazon,Shopping,Cash,False,Shopping payment - Amazon
txn_cust_004_0072,cust_004,2025-12-18,1217.77,debit,Myntra,Shopping,UPI,False,Shopping payment - Myntra
txn_cust_004_0073,cust_004,2025-12-08,3483.7,debit,Myntra,Shopping,Cash,False,Shopping payment - Myntra
txn_cust_004_0074,cust_004,2025-12-09,2479.19,debit,Netflix,Entertainment,NEFT,False,Entertainment payment - Netflix
txn_cust_004_0075,cust_004,2025-12-18,1500.1,debit,PhonePe,UPI Transfer,Debit Card,False,UPI Transfer payment - PhonePe
txn_cust_004_0076,cust_004,2025-12-06,212.62,debit,MedPlus,Healthcare,NEFT,False,Healthcare payment - MedPlus
txn_cust_004_0077,cust_004,2025-12-26,165.89,debit,MedPlus,Healthcare,Cash,False,Healthcare payment - MedPlus
txn_cust_004_0078,cust_004,2025-12-03,207.14,debit,MedPlus,Healthcare,Debit Card,False,Healthcare payment - MedPlus
txn_cust_005_0001,cust_005,2025-07-05,18104.72,credit,Street Vendor Salary,Salary,NEFT,True,Salary credit Jul 2025
txn_cust_005_0002,cust_005,2025-07-29,4269.68,debit,Landlord Transfer,Rent,NEFT,True,Rent payment - Landlord Transfer
txn_cust_005_0003,cust_005,2025-07-22,4791.33,debit,Local Market,Groceries,Debit Card,True,Groceries payment - Local Market
txn_cust_005_0004,cust_005,2025-07-31,2013.27,debit,APEPDCL,Utilities,Debit Card,True,Utilities payment - APEPDCL
txn_cust_005_0005,cust_005,2025-07-23,229.1,debit,Bus,Transport,Cash,False,Transport payment - Bus
txn_cust_005_0006,cust_005,2025-07-21,287.81,debit,Bus,Transport,NEFT,False,Transport payment - Bus
txn_cust_005_0007,cust_005,2025-07-31,100.0,debit,Auto,Transport,NEFT,False,Transport payment - Auto
txn_cust_005_0008,cust_005,2025-07-16,1141.82,debit,PHC,Healthcare,UPI,False,Healthcare payment - PHC
txn_cust_005_0009,cust_005,2025-07-14,784.29,debit,PHC,Healthcare,NEFT,False,Healthcare payment - PHC
txn_cust_005_0010,cust_005,2025-07-09,1438.03,debit,School Fee,Education,UPI,True,Education payment - School Fee
txn_cust_005_0011,cust_005,2025-07-12,4502.15,debit,MFI EMI,EMI,Debit Card,True,EMI payment - MFI EMI
txn_cust_005_0012,cust_005,2025-07-16,481.21,debit,PhonePe,UPI Transfer,Cash,False,UPI Transfer payment - PhonePe
txn_cust_005_0013,cust_005,2025-08-05,21540.87,credit,Street Vendor Salary,Salary,NEFT,True,Salary credit Aug 2025
txn_cust_005_0014,cust_005,2025-08-11,4102.42,debit,Landlord Transfer,Rent,Debit Card,True,Rent payment - Landlord Transfer
txn_cust_005_0015,cust_005,2025-08-24,6387.22,debit,Kirana,Groceries,NEFT,True,Groceries payment - Kirana
txn_cust_005_0016,cust_005,2025-08-08,1258.5,debit,APEPDCL,Utilities,Debit Card,True,Utilities payment - APEPDCL
txn_cust_005_0017,cust_005,2025-08-26,372.74,debit,Bus,Transport,Cash,False,Transport payment - Bus
txn_cust_005_0018,cust_005,2025-08-23,322.66,debit,Auto,Transport,UPI,False,Transport payment - Auto
txn_cust_005_0019,cust_005,2025-08-21,1129.36,debit,District Hospital,Healthcare,UPI,False,Healthcare payment - District Hospital
txn_cust_005_0020,cust_005,2025-08-28,1879.38,debit,School Fee,Education,NEFT,True,Education payment - School Fee
txn_cust_005_0021,cust_005,2025-08-17,4499.9,debit,MFI EMI,EMI,UPI,True,EMI payment - MFI EMI
txn_cust_005_0022,cust_005,2025-08-30,1178.08,debit,PhonePe,UPI Transfer,UPI,False,UPI Transfer payment - PhonePe
txn_cust_005_0023,cust_005,2025-09-06,17625.11,credit,Street Vendor Salary,Salary,NEFT,True,Salary credit Sep 2025
txn_cust_005_0024,cust_005,2025-09-16,4005.64,debit,Landlord Transfer,Rent,Debit Card,True,Rent payment - Landlord Transfer
txn_cust_005_0025,cust_005,2025-09-10,5444.84,debit,Kirana,Groceries,NEFT,True,Groceries payment - Kirana
txn_cust_005_0026,cust_005,2025-09-14,1434.96,debit,APEPDCL,Utilities,UPI,True,Utilities payment - APEPDCL
txn_cust_005_0027,cust_005,2025-09-30,345.5,debit,Bus,Transport,UPI,False,Transport payment - Bus
txn_cust_005_0028,cust_005,2025-09-11,121.98,debit,Auto,Transport,Debit Card,False,Transport payment - Auto
txn_cust_005_0029,cust_005,2025-09-14,100.0,debit,PHC,Healthcare,UPI,False,Healthcare payment - PHC
txn_cust_005_0030,cust_005,2025-09-13,1543.91,debit,School Fee,Education,UPI,True,Education payment - School Fee
txn_cust_005_0031,cust_005,2025-09-14,4498.38,debit,MFI EMI,EMI,NEFT,True,EMI payment - MFI EMI
txn_cust_005_0032,cust_005,2025-09-23,100.0,debit,PhonePe,UPI Transfer,NEFT,False,UPI Transfer payment - PhonePe
txn_cust_005_0033,cust_005,2025-09-05,401.32,debit,PhonePe,UPI Transfer,UPI,False,UPI Transfer payment - PhonePe
txn_cust_005_0034,cust_005,2025-09-09,317.2,debit,PhonePe,UPI Transfer,Debit Card,False,UPI Transfer payment - PhonePe
txn_cust_005_0035,cust_005,2025-10-06,20880.41,credit,Street Vendor Salary,Salary,NEFT,True,Salary credit Oct 2025
txn_cust_005_0036,cust_005,2025-10-15,4057.65,debit,Landlord Transfer,Rent,Debit Card,True,Rent payment - Landlord Transfer
txn_cust_005_0037,cust_005,2025-10-12,6123.91,debit,Kirana,Groceries,UPI,True,Groceries payment - Kirana
txn_cust_005_0038,cust_005,2025-10-30,1598.73,debit,BSNL,Utilities,Debit Card,True,Utilities payment - BSNL
txn_cust_005_0039,cust_005,2025-10-15,898.1,debit,Bus,Transport,Cash,False,Transport payment - Bus
txn_cust_005_0040,cust_005,2025-10-08,100.0,debit,District Hospital,Healthcare,Cash,False,Healthcare payment - District Hospital
txn_cust_005_0041,cust_005,2025-10-11,100.0,debit,PHC,Healthcare,Cash,False,Healthcare payment - PHC
txn_cust_005_0042,cust_005,2025-10-05,1764.52,debit,School Fee,Education,NEFT,True,Education payment - School Fee
txn_cust_005_0043,cust_005,2025-10-05,4499.16,debit,MFI EMI,EMI,Debit Card,True,EMI payment - MFI EMI
txn_cust_005_0044,cust_005,2025-10-17,425.57,debit,PhonePe,UPI Transfer,NEFT,False,UPI Transfer payment - PhonePe
txn_cust_005_0045,cust_005,2025-10-04,396.82,debit,PhonePe,UPI Transfer,Cash,False,UPI Transfer payment - PhonePe
txn_cust_005_0046,cust_005,2025-11-01,13765.2,credit,Street Vendor Salary,Salary,NEFT,True,Salary credit Nov 2025
txn_cust_005_0047,cust_005,2025-11-04,3827.02,debit,Landlord Transfer,Rent,Debit Card,True,Rent payment - Landlord Transfer
txn_cust_005_0048,cust_005,2025-11-07,3672.61,debit,Local Market,Groceries,NEFT,True,Groceries payment - Local Market
txn_cust_005_0049,cust_005,2025-11-29,1458.98,debit,BSNL,Utilities,UPI,True,Utilities payment - BSNL
txn_cust_005_0050,cust_005,2025-11-13,1275.1,debit,Bus,Transport,Cash,False,Transport payment - Bus
txn_cust_005_0051,cust_005,2025-11-03,637.29,debit,PHC,Healthcare,Cash,False,Healthcare payment - PHC
txn_cust_005_0052,cust_005,2025-11-26,705.06,debit,PHC,Healthcare,NEFT,False,Healthcare payment - PHC
txn_cust_005_0053,cust_005,2025-11-18,298.38,debit,District Hospital,Healthcare,Cash,False,Healthcare payment - District Hospital
txn_cust_005_0054,cust_005,2025-11-05,1436.37,debit,School Fee,Education,NEFT,True,Education payment - School Fee
txn_cust_005_0055,cust_005,2025-11-17,4500.74,debit,MFI EMI,EMI,UPI,True,EMI payment - MFI EMI
txn_cust_005_0056,cust_005,2025-11-08,573.13,debit,PhonePe,UPI Transfer,Cash,False,UPI Transfer payment - PhonePe
txn_cust_005_0057,cust_005,2025-11-08,100.0,debit,PhonePe,UPI Transfer,NEFT,False,UPI Transfer payment - PhonePe
txn_cust_005_0058,cust_005,2025-12-04,20010.52,credit,Street Vendor Salary,Salary,NEFT,True,Salary credit Dec 2025
txn_cust_005_0059,cust_005,2025-12-04,4147.67,debit,Landlord Transfer,Rent,Debit Card,True,Rent payment - Landlord Transfer
txn_cust_005_0060,cust_005,2025-12-24,6118.27,debit,Local Market,Groceries,Debit Card,True,Groceries payment - Local Market
txn_cust_005_0061,cust_005,2025-12-24,1954.45,debit,APEPDCL,Utilities,Debit Card,True,Utilities payment - APEPDCL
txn_cust_005_0062,cust_005,2025-12-09,143.47,debit,Auto,Transport,NEFT,False,Transport payment - Auto
txn_cust_005_0063,cust_005,2025-12-17,285.87,debit,Auto,Transport,Debit Card,False,Transport payment - Auto
txn_cust_005_0064,cust_005,2025-12-19,195.71,debit,Bus,Transport,Cash,False,Transport payment - Bus
txn_cust_005_0065,cust_005,2025-12-04,874.59,debit,District Hospital,Healthcare,Cash,False,Healthcare payment - District Hospital
txn_cust_005_0066,cust_005,2025-12-24,903.93,debit,District Hospital,Healthcare,Cash,False,Healthcare payment - District Hospital
txn_cust_005_0067,cust_005,2025-12-04,474.56,debit,PHC,Healthcare,Debit Card,False,Healthcare payment - PHC
txn_cust_005_0068,cust_005,2025-12-22,1130.3,debit,School Fee,Education,Cash,True,Education payment - School Fee
txn_cust_005_0069,cust_005,2025-12-06,4498.82,debit,MFI EMI,EMI,NEFT,True,EMI payment - MFI EMI
txn_cust_005_0070,cust_005,2025-12-18,577.14,debit,PhonePe,UPI Transfer,UPI,False,UPI Transfer payment - PhonePe
txn_cust_005_0071,cust_005,2025-12-07,246.18,debit,PhonePe,UPI Transfer,NEFT,False,UPI Transfer payment - PhonePe
txn_cust_006_0001,cust_006,2025-07-06,45000.0,credit,Nurse Salary,Salary,NEFT,True,Salary credit Jul 2025
txn_cust_006_0002,cust_006,2025-07-21,9999.9,debit,Landlord Transfer,Rent,UPI,True,Rent payment - Landlord Transfer
